item_id,total_buy_user,repurchase_user,repurchase_rate
i505233,24,0,0.0
i206310,18,0,0.0
i601633,27,0,0.0
i606629,35,0,0.0
i502404,31,0,0.0
i202916,36,0,0.0
i402134,29,0,0.0
i408353,26,0,0.0
i200984,29,0,0.0
i307384,26,0,0.0
i401915,20,0,0.0
i208343,25,0,0.0
i406809,33,0,0.0
i308469,22,0,0.0
i303526,26,0,0.0
i300030,31,0,0.0
i308649,21,0,0.0
i209466,26,0,0.0
i302635,21,0,0.0
i305908,24,0,0.0
i400142,29,0,0.0
i207848,29,0,0.0
i306726,24,0,0.0
i508939,34,0,0.0
i404360,28,0,0.0
i303251,34,0,0.0
i302887,39,0,0.0
i603344,33,0,0.0
i409232,24,0,0.0
i201464,22,0,0.0
i503140,32,0,0.0
i405627,27,0,0.0
i501728,22,0,0.0
i400612,23,0,0.0
i301218,25,0,0.0
i403057,28,0,0.0
i605626,19,0,0.0
i206374,24,0,0.0
i309238,24,0,0.0
i307214,30,0,0.0
i309737,25,0,0.0
i601331,34,0,0.0
i307967,23,0,0.0
i205166,27,0,0.0
i307357,28,0,0.0
i600501,31,0,0.0
i304841,28,0,0.0
i502509,25,0,0.0
i300245,34,0,0.0
i300120,31,0,0.0
i605703,25,0,0.0
i307959,38,0,0.0
i204986,21,0,0.0
i307931,29,0,0.0
i605239,29,0,0.0
i604133,32,0,0.0
i206336,44,0,0.0
i208979,45,0,0.0
i608780,34,0,0.0
i402898,29,0,0.0
i200551,36,0,0.0
i404095,30,0,0.0
i407873,33,0,0.0
i301018,31,0,0.0
i407453,28,0,0.0
i208793,24,0,0.0
i607765,20,0,0.0
i507729,23,0,0.0
i600223,31,0,0.0
i304753,25,0,0.0
i309391,22,0,0.0
i507270,17,0,0.0
i605645,32,0,0.0
i309600,35,0,0.0
i205760,29,0,0.0
i200428,27,0,0.0
i301518,32,0,0.0
i503528,29,0,0.0
i409308,42,0,0.0
i209714,27,0,0.0
i503060,27,0,0.0
i402856,27,0,0.0
i204257,26,0,0.0
i404204,35,0,0.0
i608685,32,0,0.0
i404516,16,0,0.0
i403160,35,0,0.0
i509648,36,0,0.0
i307054,25,0,0.0
i209785,28,0,0.0
i301322,29,0,0.0
i600966,33,0,0.0
i202375,27,0,0.0
i307583,27,0,0.0
i402412,31,0,0.0
i304032,30,0,0.0
i602675,32,0,0.0
i500365,25,0,0.0
i307704,33,0,0.0
i600158,26,0,0.0
i509677,29,0,0.0
i404769,26,0,0.0
i408522,30,0,0.0
i605828,29,0,0.0
i209265,36,0,0.0
i602009,28,0,0.0
i305903,28,0,0.0
i401986,33,0,0.0
i305649,36,0,0.0
i600031,32,0,0.0
i406217,32,0,0.0
i408860,29,0,0.0
i209536,25,0,0.0
i306928,30,0,0.0
i505539,29,0,0.0
i607997,32,0,0.0
i509199,25,0,0.0
i601852,33,0,0.0
i305928,33,0,0.0
i600753,31,0,0.0
i206742,24,0,0.0
i409336,29,0,0.0
i406242,27,0,0.0
i505793,31,0,0.0
i208943,33,0,0.0
i609512,35,0,0.0
i302313,21,0,0.0
i302515,31,0,0.0
i601895,29,0,0.0
i606929,37,0,0.0
i404152,36,0,0.0
i502030,22,0,0.0
i300470,29,0,0.0
i508195,39,0,0.0
i302147,26,0,0.0
i200318,27,0,0.0
i302075,33,0,0.0
i306585,22,0,0.0
i209086,30,0,0.0
i504961,19,0,0.0
i205195,34,0,0.0
i606047,24,0,0.0
i501573,34,0,0.0
i508384,22,0,0.0
i408711,28,0,0.0
i203371,22,0,0.0
i400410,25,0,0.0
i505975,34,0,0.0
i508322,29,0,0.0
i505824,33,0,0.0
i409751,29,0,0.0
i400551,23,0,0.0
i502076,30,0,0.0
i304434,25,0,0.0
i206831,28,0,0.0
i405564,30,0,0.0
i308598,25,0,0.0
i206227,27,0,0.0
i205803,33,0,0.0
i606438,22,0,0.0
i306807,27,0,0.0
i507050,31,0,0.0
i508743,26,0,0.0
i506784,30,0,0.0
i505786,27,0,0.0
i305990,24,0,0.0
i307078,25,0,0.0
i605637,30,0,0.0
i300960,25,0,0.0
i303832,31,0,0.0
i504201,29,0,0.0
i205186,30,0,0.0
i505797,38,0,0.0
i603398,19,0,0.0
i200068,25,0,0.0
i507238,23,0,0.0
i600117,34,0,0.0
i402923,30,0,0.0
i501842,31,0,0.0
i601587,19,0,0.0
i502997,16,0,0.0
i306232,17,0,0.0
i205715,26,0,0.0
i400065,28,0,0.0
i407379,32,0,0.0
i406829,22,0,0.0
i203390,34,0,0.0
i507828,36,0,0.0
i605004,36,0,0.0
i404543,27,0,0.0
i204300,31,0,0.0
i300337,38,0,0.0
i207294,28,0,0.0
i602160,25,0,0.0
i209163,44,0,0.0
i403935,37,0,0.0
i502470,34,0,0.0
i409712,26,0,0.0
i204761,28,0,0.0
i607265,22,0,0.0
i309297,30,0,0.0
i605586,31,0,0.0
i605584,29,0,0.0
i501692,34,0,0.0
i307781,30,0,0.0
i208582,26,0,0.0
i605192,20,0,0.0
i602938,38,0,0.0
i400618,20,0,0.0
i609390,27,0,0.0
i402037,24,0,0.0
i402915,29,0,0.0
i504810,32,0,0.0
i508997,29,0,0.0
i304068,30,0,0.0
i302184,36,0,0.0
i203351,37,0,0.0
i202783,19,0,0.0
i308373,23,0,0.0
i504702,26,0,0.0
i302122,31,0,0.0
i508079,20,0,0.0
i306693,34,0,0.0
i603848,29,0,0.0
i200462,34,0,0.0
i307569,19,0,0.0
i209900,30,0,0.0
i500806,21,0,0.0
i206964,26,0,0.0
i603964,26,0,0.0
i606215,28,0,0.0
i205107,30,0,0.0
i308073,27,0,0.0
i305130,28,0,0.0
i605454,32,0,0.0
i500268,26,0,0.0
i307346,28,0,0.0
i507601,31,0,0.0
i401669,30,0,0.0
i201948,30,0,0.0
i509131,26,0,0.0
i400160,27,0,0.0
i407778,37,0,0.0
i204030,24,0,0.0
i304965,26,0,0.0
i405767,20,0,0.0
i500503,34,0,0.0
i308449,31,0,0.0
i503663,31,0,0.0
i301628,30,0,0.0
i602466,26,0,0.0
i607269,25,0,0.0
i205040,35,0,0.0
i205164,33,0,0.0
i605969,12,0,0.0
i301815,35,0,0.0
i609540,29,0,0.0
i507254,18,0,0.0
i505273,35,0,0.0
i600529,24,0,0.0
i509257,28,0,0.0
i502379,27,0,0.0
i404969,36,0,0.0
i400321,30,0,0.0
i308480,43,0,0.0
i304977,31,0,0.0
i601910,20,0,0.0
i600676,24,0,0.0
i406287,20,0,0.0
i504671,22,0,0.0
i505252,31,0,0.0
i505916,29,0,0.0
i307567,25,0,0.0
i309955,27,0,0.0
i305436,23,0,0.0
i200507,24,0,0.0
i406698,31,0,0.0
i307282,30,0,0.0
i609163,35,0,0.0
i604980,33,0,0.0
i301497,33,0,0.0
i408064,32,0,0.0
i303620,29,0,0.0
i603252,30,0,0.0
i204896,27,0,0.0
i503692,20,0,0.0
i300534,37,0,0.0
i403350,33,0,0.0
i400290,31,0,0.0
i300330,19,0,0.0
i207919,31,0,0.0
i201068,36,0,0.0
i303910,24,0,0.0
i508310,22,0,0.0
i202323,32,0,0.0
i407420,38,0,0.0
i309286,27,0,0.0
i607078,33,0,0.0
i406583,33,0,0.0
i602699,32,0,0.0
i600540,34,0,0.0
i500541,27,0,0.0
i303097,34,0,0.0
i207034,33,0,0.0
i606516,35,0,0.0
i201897,27,0,0.0
i609020,32,0,0.0
i207956,34,0,0.0
i207534,23,0,0.0
i206390,29,0,0.0
i302244,32,0,0.0
i302506,23,0,0.0
i208344,22,0,0.0
i409324,27,0,0.0
i309341,30,0,0.0
i600413,29,0,0.0
i309957,29,0,0.0
i505962,31,0,0.0
i208538,32,0,0.0
i301022,26,0,0.0
i604784,26,0,0.0
i607788,25,0,0.0
i405744,37,0,0.0
i505214,23,0,0.0
i608567,32,0,0.0
i308170,26,0,0.0
i500039,32,0,0.0
i401598,24,0,0.0
i605714,31,0,0.0
i404998,31,0,0.0
i502405,28,0,0.0
i408432,26,0,0.0
i207759,28,0,0.0
i502965,28,0,0.0
i304917,21,0,0.0
i502790,22,0,0.0
i602530,22,0,0.0
i505868,34,0,0.0
i609304,27,0,0.0
i402992,27,0,0.0
i605759,31,0,0.0
i303447,17,0,0.0
i509055,23,0,0.0
i303854,30,0,0.0
i305997,35,0,0.0
i604936,24,0,0.0
i403474,31,0,0.0
i307042,30,0,0.0
i501170,21,0,0.0
i503847,21,0,0.0
i600407,30,0,0.0
i601627,34,0,0.0
i209461,31,0,0.0
i504359,32,0,0.0
i201974,26,0,0.0
i509147,22,0,0.0
i506387,29,0,0.0
i207211,32,0,0.0
i206761,28,0,0.0
i404120,46,0,0.0
i302632,23,0,0.0
i509071,25,0,0.0
i604751,28,0,0.0
i608837,27,0,0.0
i604054,26,0,0.0
i606955,21,0,0.0
i200140,28,0,0.0
i509893,44,0,0.0
i407118,26,0,0.0
i205348,34,0,0.0
i405702,18,0,0.0
i503662,31,0,0.0
i508765,27,0,0.0
i307151,25,0,0.0
i300958,20,0,0.0
i303556,19,0,0.0
i400090,29,0,0.0
i304010,31,0,0.0
i509911,26,0,0.0
i304407,22,0,0.0
i501451,24,0,0.0
i203222,23,0,0.0
i509095,23,0,0.0
i409067,21,0,0.0
i305759,39,0,0.0
i601292,27,0,0.0
i203252,22,0,0.0
i409986,32,0,0.0
i201724,30,0,0.0
i608629,29,0,0.0
i406790,31,0,0.0
i606031,38,0,0.0
i403536,32,0,0.0
i207440,26,0,0.0
i208429,19,0,0.0
i309469,28,0,0.0
i201978,22,0,0.0
i602779,30,0,0.0
i303546,26,0,0.0
i509580,27,0,0.0
i409199,37,0,0.0
i406160,24,0,0.0
i401799,29,0,0.0
i600681,25,0,0.0
i201393,26,0,0.0
i605013,33,0,0.0
i202139,23,0,0.0
i206211,34,0,0.0
i603010,29,0,0.0
i505684,33,0,0.0
i207658,34,0,0.0
i600398,24,0,0.0
i301767,27,0,0.0
i406142,19,0,0.0
i206713,30,0,0.0
i308455,27,0,0.0
i509277,34,0,0.0
i404166,40,0,0.0
i403302,30,0,0.0
i305223,18,0,0.0
i203183,32,0,0.0
i307452,31,0,0.0
i602661,29,0,0.0
i204118,24,0,0.0
i403751,27,0,0.0
i606679,22,0,0.0
i407978,33,0,0.0
i407762,35,0,0.0
i506375,27,0,0.0
i506488,24,0,0.0
i503307,35,0,0.0
i408984,31,0,0.0
i300716,24,0,0.0
i209134,25,0,0.0
i407974,24,0,0.0
i306991,22,0,0.0
i201104,30,0,0.0
i600481,24,0,0.0
i408706,27,0,0.0
i606739,33,0,0.0
i400444,32,0,0.0
i601604,28,0,0.0
i205452,30,0,0.0
i308160,30,0,0.0
i303068,34,0,0.0
i303299,29,0,0.0
i601103,38,0,0.0
i200719,26,0,0.0
i305091,29,0,0.0
i404267,24,0,0.0
i302625,34,0,0.0
i307666,35,0,0.0
i401738,25,0,0.0
i308430,27,0,0.0
i204852,30,0,0.0
i507080,28,0,0.0
i301418,23,0,0.0
i202853,29,0,0.0
i203290,35,0,0.0
i409395,26,0,0.0
i402295,26,0,0.0
i607231,28,0,0.0
i401328,24,0,0.0
i605824,22,0,0.0
i302540,19,0,0.0
i408966,31,0,0.0
i302974,34,0,0.0
i308061,25,0,0.0
i501234,22,0,0.0
i205318,34,0,0.0
i409686,27,0,0.0
i301739,28,0,0.0
i303065,30,0,0.0
i204589,29,0,0.0
i605683,32,0,0.0
i609688,23,0,0.0
i406025,30,0,0.0
i605403,28,0,0.0
i303980,29,0,0.0
i505300,29,0,0.0
i603692,23,0,0.0
i209179,33,0,0.0
i309137,29,0,0.0
i404162,30,0,0.0
i500298,26,0,0.0
i402173,28,0,0.0
i500885,31,0,0.0
i400921,24,0,0.0
i504225,31,0,0.0
i503494,20,0,0.0
i200482,40,0,0.0
i607566,22,0,0.0
i501353,28,0,0.0
i207145,40,0,0.0
i600708,31,0,0.0
i502498,27,0,0.0
i509739,30,0,0.0
i204234,29,0,0.0
i403532,27,0,0.0
i305691,30,0,0.0
i309106,30,0,0.0
i402536,28,0,0.0
i301223,24,0,0.0
i409700,27,0,0.0
i600443,30,0,0.0
i303728,31,0,0.0
i603023,32,0,0.0
i401167,24,0,0.0
i403783,22,0,0.0
i606925,30,0,0.0
i402338,25,0,0.0
i201147,32,0,0.0
i209523,28,0,0.0
i301684,33,0,0.0
i505320,29,0,0.0
i408501,21,0,0.0
i405423,20,0,0.0
i200902,36,0,0.0
i207481,34,0,0.0
i208268,31,0,0.0
i402181,26,0,0.0
i204724,39,0,0.0
i306334,40,0,0.0
i404720,27,0,0.0
i500395,37,0,0.0
i408401,18,0,0.0
i506758,24,0,0.0
i308717,25,0,0.0
i203107,27,0,0.0
i200357,28,0,0.0
i306665,24,0,0.0
i202779,21,0,0.0
i504012,29,0,0.0
i500077,27,0,0.0
i505391,26,0,0.0
i306728,32,0,0.0
i306603,28,0,0.0
i609147,23,0,0.0
i602302,29,0,0.0
i303093,34,0,0.0
i506181,33,0,0.0
i206245,24,0,0.0
i307060,34,0,0.0
i201865,22,0,0.0
i308915,30,0,0.0
i402283,27,0,0.0
i607102,27,0,0.0
i205099,30,0,0.0
i202585,24,0,0.0
i606059,24,0,0.0
i502491,26,0,0.0
i605797,30,0,0.0
i307230,27,0,0.0
i203651,23,0,0.0
i505761,31,0,0.0
i305385,32,0,0.0
i303600,24,0,0.0
i607796,30,0,0.0
i302447,34,0,0.0
i608219,34,0,0.0
i203322,31,0,0.0
i607022,28,0,0.0
i605129,25,0,0.0
i402741,25,0,0.0
i303366,24,0,0.0
i302768,33,0,0.0
i504178,29,0,0.0
i506792,23,0,0.0
i601640,31,0,0.0
i408311,28,0,0.0
i406104,30,0,0.0
i203111,25,0,0.0
i205173,27,0,0.0
i604909,26,0,0.0
i502837,24,0,0.0
i605196,16,0,0.0
i309887,26,0,0.0
i606062,36,0,0.0
i405302,21,0,0.0
i202856,29,0,0.0
i404289,31,0,0.0
i301725,24,0,0.0
i409729,23,0,0.0
i500377,27,0,0.0
i601234,27,0,0.0
i201940,34,0,0.0
i505245,25,0,0.0
i505605,29,0,0.0
i407165,32,0,0.0
i401156,31,0,0.0
i502370,32,0,0.0
i308549,36,0,0.0
i501105,27,0,0.0
i604325,23,0,0.0
i408438,27,0,0.0
i402514,24,0,0.0
i202183,31,0,0.0
i609906,31,0,0.0
i600328,19,0,0.0
i404743,37,0,0.0
i500132,23,0,0.0
i408762,18,0,0.0
i208112,21,0,0.0
i207363,20,0,0.0
i402818,20,0,0.0
i307622,33,0,0.0
i507996,31,0,0.0
i300331,29,0,0.0
i500647,33,0,0.0
i406051,35,0,0.0
i408407,30,0,0.0
i601884,25,0,0.0
i501578,30,0,0.0
i408875,18,0,0.0
i206155,40,0,0.0
i306934,28,0,0.0
i509474,25,0,0.0
i309905,32,0,0.0
i200011,33,0,0.0
i204617,25,0,0.0
i200323,25,0,0.0
i409349,30,0,0.0
i504206,20,0,0.0
i607808,33,0,0.0
i408499,18,0,0.0
i200189,29,0,0.0
i302563,37,0,0.0
i206541,30,0,0.0
i401687,27,0,0.0
i404391,21,0,0.0
i200046,25,0,0.0
i307699,25,0,0.0
i500162,25,0,0.0
i503726,28,0,0.0
i302101,25,0,0.0
i302818,25,0,0.0
i407760,23,0,0.0
i604953,16,0,0.0
i403542,21,0,0.0
i205028,27,0,0.0
i501464,21,0,0.0
i606321,23,0,0.0
i507361,24,0,0.0
i502253,23,0,0.0
i306126,20,0,0.0
i304112,28,0,0.0
i300297,26,0,0.0
i407101,33,0,0.0
i400364,42,0,0.0
i209318,29,0,0.0
i200776,34,0,0.0
i504474,20,0,0.0
i406192,29,0,0.0
i202937,28,0,0.0
i209856,25,0,0.0
i303460,18,0,0.0
i305416,25,0,0.0
i608922,30,0,0.0
i308297,30,0,0.0
i306283,36,0,0.0
i400306,31,0,0.0
i203387,22,0,0.0
i608566,30,0,0.0
i209711,30,0,0.0
i605784,21,0,0.0
i401401,22,0,0.0
i303758,25,0,0.0
i404662,25,0,0.0
i507971,24,0,0.0
i303895,22,0,0.0
i205811,37,0,0.0
i305770,27,0,0.0
i602988,37,0,0.0
i505884,29,0,0.0
i506773,23,0,0.0
i407317,29,0,0.0
i504767,34,0,0.0
i202131,33,0,0.0
i506950,23,0,0.0
i203935,31,0,0.0
i303542,28,0,0.0
i408036,33,0,0.0
i504485,33,0,0.0
i403983,18,0,0.0
i606567,42,0,0.0
i504895,22,0,0.0
i606290,35,0,0.0
i406106,23,0,0.0
i509889,24,0,0.0
i606777,35,0,0.0
i409993,35,0,0.0
i605258,33,0,0.0
i407002,29,0,0.0
i403642,32,0,0.0
i306627,23,0,0.0
i306607,24,0,0.0
i609336,40,0,0.0
i302811,28,0,0.0
i200411,33,0,0.0
i503884,23,0,0.0
i502276,26,0,0.0
i307255,27,0,0.0
i404976,20,0,0.0
i601296,31,0,0.0
i207309,26,0,0.0
i204283,34,0,0.0
i200226,20,0,0.0
i606141,31,0,0.0
i308448,30,0,0.0
i608494,33,0,0.0
i603362,23,0,0.0
i301913,25,0,0.0
i607569,29,0,0.0
i306749,27,0,0.0
i401706,32,0,0.0
i604517,29,0,0.0
i200885,33,0,0.0
i505802,38,0,0.0
i308890,21,0,0.0
i406136,35,0,0.0
i300494,29,0,0.0
i400293,35,0,0.0
i606432,23,0,0.0
i406096,26,0,0.0
i603527,30,0,0.0
i203553,31,0,0.0
i207771,29,0,0.0
i500344,21,0,0.0
i306251,18,0,0.0
i200753,27,0,0.0
i604248,35,0,0.0
i504316,26,0,0.0
i605178,21,0,0.0
i300553,33,0,0.0
i603946,33,0,0.0
i400006,27,0,0.0
i504423,28,0,0.0
i503803,30,0,0.0
i507851,28,0,0.0
i305976,26,0,0.0
i304396,23,0,0.0
i601166,32,0,0.0
i304844,24,0,0.0
i309006,25,0,0.0
i204316,30,0,0.0
i300424,35,0,0.0
i605401,25,0,0.0
i309359,25,0,0.0
i301178,20,0,0.0
i500252,29,0,0.0
i202835,28,0,0.0
i606376,23,0,0.0
i609780,31,0,0.0
i604520,29,0,0.0
i502787,19,0,0.0
i209628,26,0,0.0
i408339,26,0,0.0
i608953,34,0,0.0
i609294,26,0,0.0
i206857,33,0,0.0
i409707,26,0,0.0
i401061,31,0,0.0
i406991,30,0,0.0
i507366,37,0,0.0
i603492,26,0,0.0
i606099,24,0,0.0
i500113,20,0,0.0
i604203,33,0,0.0
i309731,35,0,0.0
i504708,30,0,0.0
i409246,31,0,0.0
i202170,19,0,0.0
i200253,41,0,0.0
i602002,22,0,0.0
i506315,26,0,0.0
i507549,32,0,0.0
i501504,27,0,0.0
i501602,28,0,0.0
i206167,29,0,0.0
i304973,20,0,0.0
i605234,23,0,0.0
i204861,31,0,0.0
i505472,35,0,0.0
i409922,27,0,0.0
i601752,20,0,0.0
i400931,20,0,0.0
i208410,24,0,0.0
i605023,35,0,0.0
i203094,34,0,0.0
i209156,17,0,0.0
i403058,20,0,0.0
i306682,29,0,0.0
i502574,32,0,0.0
i404115,26,0,0.0
i204302,28,0,0.0
i503483,29,0,0.0
i302544,31,0,0.0
i501580,33,0,0.0
i406122,32,0,0.0
i602303,29,0,0.0
i309941,24,0,0.0
i303735,31,0,0.0
i508680,20,0,0.0
i206047,27,0,0.0
i204682,28,0,0.0
i303634,38,0,0.0
i502252,22,0,0.0
i402065,27,0,0.0
i503079,27,0,0.0
i405667,36,0,0.0
i505238,26,0,0.0
i501057,34,0,0.0
i509054,30,0,0.0
i609195,30,0,0.0
i403922,28,0,0.0
i209769,38,0,0.0
i401321,33,0,0.0
i307779,42,0,0.0
i302529,25,0,0.0
i306446,24,0,0.0
i301138,36,0,0.0
i300070,21,0,0.0
i504281,24,0,0.0
i206382,19,0,0.0
i204627,26,0,0.0
i501364,30,0,0.0
i209911,26,0,0.0
i502391,28,0,0.0
i203280,28,0,0.0
i505272,28,0,0.0
i602495,31,0,0.0
i304930,32,0,0.0
i606194,24,0,0.0
i209361,34,0,0.0
i208074,38,0,0.0
i407082,29,0,0.0
i400628,36,0,0.0
i506652,24,0,0.0
i508934,29,0,0.0
i404254,21,0,0.0
i608459,25,0,0.0
i502794,30,0,0.0
i302338,33,0,0.0
i404197,30,0,0.0
i500131,27,0,0.0
i602904,19,0,0.0
i601287,20,0,0.0
i209175,30,0,0.0
i408456,27,0,0.0
i405493,23,0,0.0
i308495,28,0,0.0
i502903,26,0,0.0
i203296,29,0,0.0
i204696,29,0,0.0
i307130,28,0,0.0
i602670,20,0,0.0
i404736,31,0,0.0
i608796,22,0,0.0
i605189,33,0,0.0
i609774,30,0,0.0
i506243,32,0,0.0
i200260,19,0,0.0
i307117,26,0,0.0
i208992,24,0,0.0
i208403,26,0,0.0
i303343,34,0,0.0
i505706,34,0,0.0
i603393,28,0,0.0
i302212,26,0,0.0
i506379,33,0,0.0
i200276,35,0,0.0
i405321,37,0,0.0
i509369,27,0,0.0
i605012,29,0,0.0
i300471,29,0,0.0
i206394,19,0,0.0
i604843,28,0,0.0
i608869,23,0,0.0
i605087,33,0,0.0
i200662,29,0,0.0
i600240,28,0,0.0
i200322,22,0,0.0
i208549,30,0,0.0
i607143,29,0,0.0
i203209,27,0,0.0
i604143,28,0,0.0
i500103,25,0,0.0
i205345,29,0,0.0
i606018,29,0,0.0
i507455,26,0,0.0
i505692,40,0,0.0
i602631,27,0,0.0
i304028,34,0,0.0
i306846,24,0,0.0
i606701,32,0,0.0
i505542,33,0,0.0
i201642,28,0,0.0
i403758,27,0,0.0
i202427,31,0,0.0
i600269,34,0,0.0
i304409,22,0,0.0
i300629,30,0,0.0
i302846,30,0,0.0
i601603,23,0,0.0
i601871,30,0,0.0
i506141,31,0,0.0
i601915,21,0,0.0
i506996,34,0,0.0
i404673,33,0,0.0
i601314,27,0,0.0
i601694,28,0,0.0
i308672,31,0,0.0
i500872,27,0,0.0
i606306,33,0,0.0
i201222,39,0,0.0
i200906,32,0,0.0
i603723,27,0,0.0
i400760,29,0,0.0
i208587,32,0,0.0
i505588,20,0,0.0
i506498,20,0,0.0
i201729,34,0,0.0
i501732,27,0,0.0
i503107,32,0,0.0
i204482,24,0,0.0
i401892,25,0,0.0
i302508,28,0,0.0
i603277,29,0,0.0
i407156,32,0,0.0
i507871,25,0,0.0
i508502,32,0,0.0
i507497,30,0,0.0
i306510,28,0,0.0
i305125,33,0,0.0
i504658,30,0,0.0
i203145,37,0,0.0
i404179,29,0,0.0
i200061,23,0,0.0
i208733,24,0,0.0
i206418,31,0,0.0
i504158,29,0,0.0
i605727,31,0,0.0
i305767,25,0,0.0
i208454,34,0,0.0
i608320,17,0,0.0
i305092,26,0,0.0
i600961,29,0,0.0
i402527,32,0,0.0
i302004,31,0,0.0
i406038,19,0,0.0
i202848,34,0,0.0
i602497,22,0,0.0
i404104,26,0,0.0
i206819,28,0,0.0
i609581,30,0,0.0
i402464,35,0,0.0
i401315,27,0,0.0
i304632,29,0,0.0
i604153,21,0,0.0
i300426,24,0,0.0
i607415,19,0,0.0
i208239,40,0,0.0
i306345,31,0,0.0
i504004,30,0,0.0
i302137,34,0,0.0
i609092,25,0,0.0
i400848,27,0,0.0
i306720,20,0,0.0
i301752,21,0,0.0
i500107,26,0,0.0
i405063,21,0,0.0
i205486,24,0,0.0
i403926,16,0,0.0
i405689,24,0,0.0
i206709,27,0,0.0
i307573,20,0,0.0
i206269,23,0,0.0
i302737,39,0,0.0
i606199,38,0,0.0
i200398,21,0,0.0
i502354,26,0,0.0
i208265,30,0,0.0
i409653,25,0,0.0
i601372,25,0,0.0
i304367,30,0,0.0
i500738,35,0,0.0
i404961,24,0,0.0
i203008,30,0,0.0
i504785,23,0,0.0
i503802,23,0,0.0
i201460,43,0,0.0
i500851,33,0,0.0
i407374,34,0,0.0
i202539,36,0,0.0
i304955,26,0,0.0
i608286,30,0,0.0
i404764,34,0,0.0
i505656,27,0,0.0
i605834,29,0,0.0
i502675,22,0,0.0
i301253,30,0,0.0
i308331,26,0,0.0
i203534,20,0,0.0
i200586,27,0,0.0
i406728,32,0,0.0
i200259,35,0,0.0
i504166,33,0,0.0
i502365,33,0,0.0
i309256,28,0,0.0
i400037,25,0,0.0
i309597,26,0,0.0
i602023,52,0,0.0
i209424,26,0,0.0
i200231,20,0,0.0
i400840,25,0,0.0
i602828,30,0,0.0
i403329,24,0,0.0
i607322,26,0,0.0
i205149,41,0,0.0
i408473,21,0,0.0
i300215,30,0,0.0
i408729,26,0,0.0
i606912,38,0,0.0
i400980,32,0,0.0
i501065,25,0,0.0
i401132,22,0,0.0
i203849,23,0,0.0
i209984,21,0,0.0
i508368,32,0,0.0
i400884,34,0,0.0
i506056,25,0,0.0
i205725,26,0,0.0
i402574,14,0,0.0
i208350,33,0,0.0
i406573,27,0,0.0
i405314,38,0,0.0
i308192,22,0,0.0
i409004,24,0,0.0
i206666,30,0,0.0
i308896,24,0,0.0
i407099,31,0,0.0
i501678,26,0,0.0
i203208,35,0,0.0
i400927,25,0,0.0
i306060,26,0,0.0
i200956,26,0,0.0
i604811,19,0,0.0
i303903,28,0,0.0
i602891,22,0,0.0
i300576,34,0,0.0
i509666,38,0,0.0
i608716,31,0,0.0
i405234,26,0,0.0
i600621,24,0,0.0
i605694,26,0,0.0
i307217,31,0,0.0
i509879,27,0,0.0
i307138,23,0,0.0
i401647,30,0,0.0
i500150,34,0,0.0
i206530,31,0,0.0
i608382,31,0,0.0
i305176,26,0,0.0
i305076,33,0,0.0
i500432,21,0,0.0
i600736,28,0,0.0
i205029,34,0,0.0
i504734,29,0,0.0
i409121,32,0,0.0
i608604,30,0,0.0
i607225,23,0,0.0
i302788,30,0,0.0
i607299,28,0,0.0
i200859,31,0,0.0
i200792,31,0,0.0
i308686,32,0,0.0
i306996,30,0,0.0
i308317,24,0,0.0
i404897,24,0,0.0
i207656,26,0,0.0
i205041,34,0,0.0
i301367,28,0,0.0
i404497,36,0,0.0
i208940,30,0,0.0
i601723,27,0,0.0
i302736,20,0,0.0
i601466,26,0,0.0
i204216,36,0,0.0
i408453,30,0,0.0
i405231,16,0,0.0
i400342,23,0,0.0
i505722,26,0,0.0
i608213,31,0,0.0
i409529,38,0,0.0
i207592,35,0,0.0
i603019,17,0,0.0
i602382,24,0,0.0
i503495,30,0,0.0
i400418,32,0,0.0
i608927,24,0,0.0
i301147,33,0,0.0
i409960,21,0,0.0
i607124,20,0,0.0
i201007,23,0,0.0
i609596,30,0,0.0
i308934,28,0,0.0
i303531,28,0,0.0
i200113,29,0,0.0
i205573,30,0,0.0
i200503,16,0,0.0
i401052,21,0,0.0
i507351,28,0,0.0
i509396,34,0,0.0
i607173,36,0,0.0
i504920,31,0,0.0
i402036,20,0,0.0
i406253,28,0,0.0
i609473,28,0,0.0
i204693,33,0,0.0
i508125,34,0,0.0
i500678,26,0,0.0
i605933,29,0,0.0
i609986,31,0,0.0
i402695,31,0,0.0
i502657,35,0,0.0
i208966,28,0,0.0
i500424,30,0,0.0
i400536,35,0,0.0
i502707,24,0,0.0
i502777,29,0,0.0
i202415,22,0,0.0
i600130,38,0,0.0
i400642,26,0,0.0
i205941,27,0,0.0
i501998,24,0,0.0
i609851,29,0,0.0
i500880,27,0,0.0
i208048,23,0,0.0
i404243,24,0,0.0
i609948,25,0,0.0
i207147,26,0,0.0
i609995,22,0,0.0
i504784,31,0,0.0
i509228,31,0,0.0
i202777,29,0,0.0
i506474,28,0,0.0
i609783,33,0,0.0
i404181,33,0,0.0
i304394,32,0,0.0
i502690,25,0,0.0
i200910,34,0,0.0
i406937,22,0,0.0
i503869,28,0,0.0
i309856,29,0,0.0
i307004,27,0,0.0
i608532,31,0,0.0
i206965,31,0,0.0
i501974,24,0,0.0
i409664,28,0,0.0
i505566,26,0,0.0
i407482,35,0,0.0
i209685,20,0,0.0
i205382,17,0,0.0
i407313,20,0,0.0
